City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Weather Description
349,Pahrump,US,36.2083,-115.9839,70.32,20,1,1.01,clear sky
350,Dourbali,TD,11.8091,15.8632,81.25,23,6,6.58,clear sky
351,College Place,US,46.0493,-118.3883,50.41,76,1,3.0,clear sky
352,Rio Gallegos,AR,-51.6226,-69.2181,68.05,30,0,23.02,clear sky
353,Wageningen,NL,51.9667,5.6667,41.11,94,90,13.8,mist
354,Luderitz,NA,-26.6481,15.1594,61.11,85,29,10.27,scattered clouds
355,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,80,40,4.47,scattered clouds
356,Road Town,VG,18.4167,-64.6167,84.29,70,20,10.78,few clouds
357,Baykit,RU,61.67,96.37,29.34,90,100,10.07,overcast clouds
358,Ambulu,ID,-8.345,113.6058,76.46,91,43,2.46,scattered clouds
359,Quatre Cocos,MU,-20.2078,57.7625,78.1,76,9,12.86,clear sky
360,Lorengau,PG,-2.0226,147.2712,82.38,79,56,10.38,broken clouds
361,Aksarka,RU,66.5606,67.7975,-9.63,91,100,10.92,overcast clouds
362,Cap Malheureux,MU,-19.9842,57.6142,78.48,75,5,5.01,clear sky
363,Ponta Do Sol,PT,32.6667,-17.1,65.03,67,70,9.91,broken clouds
364,Geraldton,AU,-28.7667,114.6,63.01,77,0,10.36,clear sky
365,Cristalina,BR,-16.7686,-47.6136,71.92,76,100,3.58,overcast clouds
366,Bairiki,KI,1.3292,172.9752,80.6,74,20,4.61,few clouds
367,Adrar,MR,20.5022,-10.0711,68.11,22,100,10.42,overcast clouds
368,El Alto,PE,-4.2714,-81.2147,74.86,70,46,17.11,scattered clouds
369,Ust-Kan,RU,50.9276,84.761,27.18,94,100,5.19,light snow
370,Moussoro,TD,13.6408,16.4901,81.73,18,0,10.38,clear sky
371,Wembley,AU,-31.9333,115.8,64.09,65,0,13.8,clear sky
372,Morgantown,US,39.6295,-79.9559,49.05,61,90,3.44,overcast clouds
373,Belle Fourche,US,44.6714,-103.8522,52.45,57,100,3.87,overcast clouds
374,Kavaratti,IN,10.5669,72.642,81.27,74,1,1.39,clear sky
375,Waipawa,NZ,-41.4122,175.5153,61.45,74,100,5.44,light rain
376,Kumphawapi,TH,17.1087,103.0149,55.0,64,12,4.72,few clouds
377,Hobyo,SO,5.3505,48.5268,78.85,70,7,14.61,clear sky
378,Padang,ID,-0.9492,100.3543,78.3,79,100,4.27,light rain
379,Nabire,ID,-3.3667,135.4833,76.46,91,100,2.37,overcast clouds
380,Acapulco,MX,16.8634,-99.8901,85.82,62,40,5.75,scattered clouds
381,Mildura,AU,-34.2,142.15,55.36,58,5,10.36,clear sky
382,Itajuba,BR,-22.4256,-45.4528,76.95,83,13,4.14,few clouds
383,Acari,PE,-15.4311,-74.6158,78.33,58,83,10.54,broken clouds
384,Wakkanai,JP,45.4094,141.6739,34.18,71,98,12.66,light rain
385,Gisborne,NZ,-38.6533,178.0042,65.95,71,100,5.32,overcast clouds
386,Kalmunai,LK,7.4167,81.8167,77.5,85,92,2.26,overcast clouds
387,San Policarpo,PH,12.1791,125.5072,78.82,73,100,16.4,overcast clouds
388,Svetlogorsk,BY,52.6333,29.7333,28.81,87,43,13.31,scattered clouds
389,Mercedes,AR,-34.6515,-59.4307,77.04,38,70,9.8,light rain
390,Nemuro,JP,43.3236,145.575,41.59,81,19,18.75,few clouds
391,Golfito,CR,8.639,-83.166,81.12,82,73,4.74,broken clouds
392,Am Timan,TD,11.0297,20.2827,81.66,25,38,4.76,scattered clouds
393,Mayya,RU,61.7333,130.2811,-40.68,100,56,3.58,broken clouds
394,Bandarbeyla,SO,9.4942,50.8122,77.68,65,3,19.53,clear sky
395,Waitara,NZ,-38.925,174.25,64.72,86,100,9.13,moderate rain
396,Barsovo,RU,61.1667,73.1667,23.13,90,100,14.9,overcast clouds
397,Biak,ID,-0.9131,122.8766,76.91,83,100,2.46,moderate rain
398,Metlaltoyuca,MX,20.7333,-97.85,76.73,65,41,4.54,scattered clouds
399,Puerto Colombia,CO,10.9878,-74.9547,89.69,75,39,17.78,scattered clouds
400,The Valley,AI,18.217,-63.0578,85.1,74,31,11.18,scattered clouds
401,Yarim,YE,14.298,44.3779,46.65,28,0,4.9,clear sky
402,Egvekinot,RU,66.3167,-179.1667,21.42,99,100,7.34,light snow
403,Ixtapa,MX,20.7,-105.2,81.63,65,20,6.91,few clouds
404,Namibe,AO,-15.1961,12.1522,73.9,60,5,6.44,clear sky
405,Jardim,BR,-21.4803,-56.1381,98.22,23,81,3.49,broken clouds
406,Hornepayne,CA,49.2138,-84.7705,13.6,54,100,5.77,overcast clouds
407,Moron,AR,-34.6534,-58.6198,77.02,46,19,5.01,light rain
408,Epernay,FR,49.05,3.95,40.15,94,100,15.3,light rain
409,Nelson Bay,AU,-32.7167,152.15,69.12,97,63,3.49,broken clouds
410,Nicoya,CR,10.1483,-85.452,83.75,82,96,6.49,overcast clouds
411,Verkhoyansk,RU,67.5447,133.385,-47.54,100,68,1.03,broken clouds
412,Sharjah,AE,25.3573,55.4033,78.26,64,20,5.75,few clouds
413,Otradnoye,RU,59.7775,30.8181,22.17,95,100,7.25,overcast clouds
414,Siddapur,IN,14.3333,74.8833,67.75,97,95,0.78,overcast clouds
415,Tommot,RU,58.9564,126.2925,-10.34,85,100,3.53,overcast clouds
416,Karaman,TR,37.0833,33.25,40.96,90,100,13.2,overcast clouds
417,Saint-Francois,FR,46.4154,3.9054,38.68,83,90,10.36,light rain
418,Cabedelo,BR,-6.9811,-34.8339,84.87,76,68,11.32,broken clouds
419,Saint-Louis,SN,16.3333,-15.0,87.44,12,84,10.65,broken clouds
420,Iqaluit,CA,63.7506,-68.5145,8.33,71,20,8.01,few clouds
421,Payakumbuh,ID,-0.2202,100.6308,70.81,96,100,1.77,overcast clouds
422,Tigil,RU,57.8,158.6667,22.03,89,100,10.69,overcast clouds
423,Kiunga,PG,-6.1219,141.2906,73.09,100,100,1.41,overcast clouds
424,Puyang,CN,29.4603,119.8861,42.62,67,62,1.3,broken clouds
425,Buncrana,IE,55.1333,-7.45,48.02,89,100,14.92,overcast clouds
426,Charters Towers,AU,-20.1,146.2667,75.25,80,98,4.72,overcast clouds
427,Zhigansk,RU,66.7697,123.3711,-39.71,99,83,9.93,broken clouds
428,Kathmandu,NP,27.7167,85.3167,53.82,100,20,2.3,few clouds
429,Pine Bluff,US,34.2284,-92.0032,75.09,71,40,8.01,scattered clouds
430,Sibu,MY,2.3,111.8167,77.31,100,40,3.0,scattered clouds
431,Anadyr,RU,64.75,177.4833,21.7,79,75,31.0,light snow
432,Hofn,IS,64.2539,-15.2082,30.97,57,6,10.11,clear sky
433,Nuuk,GL,64.1835,-51.7216,27.21,50,20,16.11,few clouds
434,Shache,CN,38.4167,77.2406,28.08,34,5,1.5,clear sky
435,Marshalltown,US,42.0494,-92.908,57.43,40,1,5.75,clear sky
436,Santa Marta,CO,11.2408,-74.199,84.49,71,100,12.91,overcast clouds
437,Bathsheba,BB,13.2167,-59.5167,84.81,65,20,17.27,few clouds
438,Klyuchi,RU,52.2667,79.1667,25.84,89,19,13.0,few clouds
439,Kaka,TM,37.3482,59.6143,41.09,90,100,7.34,overcast clouds
440,Torbay,CA,47.6666,-52.7314,54.28,96,90,26.46,moderate rain
441,Diego De Almagro,CL,-26.3667,-70.05,81.3,14,16,13.4,few clouds
442,Pionerskiy,RU,54.9508,20.2275,31.84,82,100,13.35,light snow
443,Williston,US,48.147,-103.618,37.58,37,25,7.0,scattered clouds
444,Hambantota,LK,6.1241,81.1185,78.04,83,58,3.31,light rain
445,Zarautz,ES,43.2844,-2.1699,56.61,88,99,8.46,overcast clouds
446,Tabou,CI,4.423,-7.3528,80.13,82,40,8.61,scattered clouds
447,Chapais,CA,49.7834,-74.8492,6.58,90,100,9.93,overcast clouds
448,Punta Gorda,US,26.9298,-82.0454,79.0,42,1,3.0,clear sky
449,Sangar,RU,63.9242,127.4739,-35.7,89,31,10.13,scattered clouds
450,Gamba,GA,-2.65,10.0,77.65,88,100,4.47,light rain
451,Hokitika,NZ,-42.7167,170.9667,58.19,93,100,6.82,light rain
452,Flinders,AU,-34.5833,150.8552,65.17,90,100,4.9,overcast clouds
453,Nerchinskiy Zavod,RU,51.3088,119.61,-2.81,92,81,3.89,broken clouds
454,Bafq,IR,31.6128,55.4107,49.48,60,2,4.34,clear sky
455,Ozernovskiy,RU,51.5,156.5167,39.25,80,100,21.83,overcast clouds
456,Camana,PE,-16.6228,-72.7111,70.79,73,25,8.43,scattered clouds
457,Tottori,JP,35.5,134.2333,42.93,79,47,10.76,light rain
458,Kabompo,ZM,-13.5927,24.2008,75.04,45,59,5.68,broken clouds
459,Lakes Entrance,AU,-37.8811,147.981,56.57,73,72,11.41,broken clouds
460,Toora-Khem,RU,52.4675,96.11,3.52,93,100,1.32,overcast clouds
461,Indramayu,ID,-6.3264,108.32,81.46,77,100,7.72,heavy intensity rain
462,Belmonte,BR,-15.8631,-38.8828,77.5,87,81,5.88,moderate rain
463,Corrales,US,35.2378,-106.6067,69.66,25,1,1.01,clear sky
464,Aswan,EG,24.0934,32.907,69.37,27,5,8.21,clear sky
465,Port Hedland,AU,-20.3167,118.5667,80.65,69,9,10.36,clear sky
466,Labuhan,ID,-6.8844,112.2051,79.05,86,100,5.99,light rain
467,Tessalit,ML,20.1986,1.0114,73.26,15,91,9.35,overcast clouds
468,Luganville,VU,-15.5333,167.1667,80.67,81,79,8.46,broken clouds
469,Yerofey Pavlovich,RU,53.9667,121.9667,-6.66,98,96,1.41,overcast clouds
470,Vihari,PK,30.0333,72.35,61.84,24,4,4.9,clear sky
471,Neuquen,AR,-38.9516,-68.0591,64.29,59,75,0.0,light rain
472,Jerome,US,42.7241,-114.5186,56.68,57,1,0.0,clear sky
473,Rassvet,RU,46.8333,40.75,42.84,82,1,8.95,clear sky
474,Jumla,NP,29.2747,82.1838,38.48,85,14,6.13,few clouds
475,Yinchuan,CN,38.4681,106.2731,32.22,22,0,2.08,clear sky
476,Pundaguitan,PH,6.3711,126.1689,79.11,83,100,9.42,light rain
477,Oistins,BB,13.0667,-59.5333,84.29,65,20,17.27,few clouds
478,Nynashamn,SE,58.9034,17.9479,21.94,86,72,4.21,broken clouds
479,Akyab,MM,20.15,92.9,74.86,73,91,6.26,overcast clouds
480,Najran,SA,17.4924,44.1277,57.85,29,0,2.21,clear sky
481,Barmer,IN,25.75,71.3833,64.99,37,0,6.64,clear sky
482,Omsukchan,RU,62.5333,155.8,-35.55,94,28,3.78,scattered clouds
483,Dosso,NE,13.049,3.1937,79.84,16,45,9.13,scattered clouds
484,Umm Kaddadah,SD,13.6017,26.6876,71.67,25,5,12.44,clear sky
485,Le Port,RE,-20.9373,55.2919,78.76,82,6,5.66,clear sky
486,Tilichiki,RU,60.4667,166.1,21.74,74,75,21.54,broken clouds
487,Hailar,CN,49.2,119.7,5.43,96,100,6.96,overcast clouds
488,Dwarka,IN,22.2394,68.9678,74.62,56,0,9.19,clear sky
489,Gelibolu,TR,40.4103,26.6708,62.22,56,100,12.91,overcast clouds
490,Victor Harbor,AU,-35.5667,138.6167,53.19,75,5,10.94,clear sky
491,Austin,US,30.2672,-97.7431,76.51,91,75,1.99,broken clouds
492,Charyshskoye,RU,51.3978,83.5598,31.26,90,100,10.2,overcast clouds
493,Boueni,YT,-12.9025,45.0761,82.38,71,8,5.21,clear sky
494,Batemans Bay,AU,-35.7167,150.1833,63.1,93,100,1.59,overcast clouds
495,Mountain Home,US,43.133,-115.6912,44.08,100,1,4.61,clear sky
496,Kuliyapitiya,LK,7.4688,80.0401,80.28,94,99,2.15,overcast clouds
497,Rheinbach,DE,50.6256,6.9491,40.66,81,100,7.0,overcast clouds
498,Igarka,RU,67.4667,86.5833,-15.79,97,100,17.22,light snow
499,Sabang,ID,5.8933,95.3214,78.84,81,100,20.15,overcast clouds
500,Copiapo,CL,-27.3667,-70.3333,65.89,23,35,9.57,scattered clouds
501,Ous,RU,60.9058,61.5186,11.88,87,20,7.63,few clouds
502,Borisoglebsk,RU,51.3671,42.0849,44.35,77,100,19.26,overcast clouds
503,Yeppoon,AU,-23.1333,150.7333,74.98,80,75,10.67,broken clouds
504,Burgeo,CA,47.6167,-57.6152,43.12,84,98,33.51,overcast clouds
505,Ishim,RU,56.1128,69.4902,26.37,91,100,13.85,overcast clouds
506,Fukue,JP,32.6881,128.8419,50.32,62,64,26.51,broken clouds
507,Suleja,NG,9.1758,7.1808,83.39,27,94,1.34,overcast clouds
508,Grants,US,35.1473,-107.8514,59.23,21,1,6.91,clear sky
509,Tatawin,TN,32.9297,10.4518,50.88,64,2,11.43,clear sky
510,Cockburn Town,TC,21.4612,-71.1419,79.97,74,1,13.27,clear sky
511,Colac,AU,-38.3333,143.5833,54.63,82,99,5.88,overcast clouds
512,Ust-Omchug,RU,61.15,149.6333,-21.5,99,100,3.6,overcast clouds
513,Iranshahr,IR,27.2025,60.6848,62.94,34,0,0.0,clear sky
514,Energetik,RU,51.7445,58.7934,33.66,90,100,16.82,overcast clouds
515,Caravelas,BR,-17.7125,-39.2481,77.97,78,92,8.14,overcast clouds
516,Marzuq,YE,14.4,46.4667,61.72,23,0,2.08,clear sky
517,Knyaze-Volkonskoye,RU,48.4642,135.4567,-9.06,100,28,1.86,scattered clouds
518,Huimilpan,MX,20.372,-100.2774,67.1,24,100,6.87,overcast clouds
519,Vestmannaeyjar,IS,63.4427,-20.2734,37.44,69,94,2.89,overcast clouds
520,Viedma,AR,-40.8135,-62.9967,65.82,31,73,14.72,broken clouds
521,Yatou,CN,37.15,122.3833,37.58,62,3,7.74,clear sky
522,Qurayyat,SA,31.3318,37.3428,51.98,50,0,9.22,clear sky
523,Ban Nahin,LA,18.2418,104.2122,51.93,71,7,4.21,clear sky
524,Olafsvik,IS,64.8945,-23.7142,36.27,70,100,8.3,overcast clouds
525,Zaysan,KZ,47.4667,84.8667,27.64,76,100,0.87,light snow
526,Vilhena,BR,-12.7406,-60.1458,80.82,74,75,13.8,broken clouds
527,Moroto,UG,2.5345,34.6666,70.93,58,49,9.17,scattered clouds
528,Terrasini,IT,38.146,13.0844,53.08,83,100,13.27,overcast clouds
529,Coruripe,BR,-10.1256,-36.1756,81.68,72,13,14.7,few clouds
530,Skelleftea,SE,64.7507,20.9528,26.96,63,90,4.0,light snow
531,Oron,NG,4.8256,8.2343,80.01,84,99,4.0,overcast clouds
532,Krasnoselkup,RU,65.7,82.4667,-7.83,93,100,13.69,overcast clouds
533,Sandakan,MY,5.8402,118.1179,76.68,94,20,1.99,few clouds
534,Hovd,MN,48.0056,91.6419,18.18,50,99,1.68,overcast clouds
535,Milyutinskaya,RU,48.6279,41.6679,41.92,66,73,15.99,broken clouds
536,Lavrentiya,RU,65.5833,-171.0,12.42,95,100,15.82,snow
537,San Isidro,PE,-12.1167,-77.05,73.26,70,75,1.99,broken clouds
538,Mandalgovi,MN,45.7625,106.2708,22.41,28,0,7.94,clear sky
539,Taitung,TW,22.7583,121.1444,60.24,72,57,8.97,broken clouds
540,Launceston,AU,-41.45,147.1667,53.8,81,41,1.99,scattered clouds
541,Roslavl,RU,53.9528,32.8639,27.25,90,58,10.96,broken clouds
542,Cam Ranh,VN,11.9214,109.1591,69.76,64,20,5.75,few clouds
543,Emba,KZ,48.8264,58.1442,28.53,91,29,7.25,scattered clouds
544,Tres Arroyos,AR,-38.3739,-60.2798,57.24,82,100,12.62,overcast clouds
545,Lazo,RU,43.3817,133.9014,10.49,94,58,3.02,broken clouds
546,Hidalgo,MX,20.5,-99.0,67.78,31,55,6.98,broken clouds
547,Tongchuan,CN,35.0806,109.0897,37.38,31,0,3.65,clear sky
548,Voronovytsya,UA,49.1095,28.6808,32.2,86,100,9.35,overcast clouds
549,Neiafu,TO,-18.65,-173.9833,79.48,89,20,2.3,light rain
550,Fomboni,KM,-12.28,43.7425,81.68,72,6,6.08,clear sky
551,Phalombe,MW,-15.8064,35.6507,80.6,42,74,3.24,broken clouds
552,Novonukutskiy,RU,53.7002,102.7117,2.53,95,19,2.3,few clouds
553,Bitoon,PH,10.0804,123.4587,76.62,83,97,9.06,overcast clouds
554,Kutum,SD,14.2,24.6667,67.69,25,0,7.61,clear sky
555,Maravilha,BR,-26.7608,-53.1725,86.41,34,0,4.68,clear sky
556,Zaozhuang,CN,34.8647,117.5542,40.66,48,0,0.43,clear sky
557,Partyzany,UA,46.3314,34.7503,52.9,84,98,14.56,overcast clouds
558,Jizan,SA,17.3333,42.6667,83.34,72,3,3.24,clear sky
559,Tullahoma,US,35.362,-86.2094,72.07,43,1,9.22,clear sky
560,Flin Flon,CA,54.7682,-101.865,6.64,72,90,10.36,light snow
561,Pontianak,ID,-0.0333,109.3333,76.98,94,90,3.44,light rain
562,Saint Anthony,US,45.0205,-93.218,45.48,86,90,1.01,mist
563,Surt,LY,31.2089,16.5887,66.54,29,79,4.5,broken clouds
564,Aksu,CN,41.1231,80.2644,26.69,49,100,1.32,overcast clouds
565,Hannibal,US,39.7084,-91.3585,66.0,45,6,6.13,clear sky
566,Toro,CO,4.6117,-76.0814,79.48,80,84,4.68,broken clouds
567,Beatrice,US,40.2681,-96.747,63.18,36,1,16.11,clear sky
568,Tarauaca,BR,-8.1614,-70.7656,86.43,54,81,4.65,broken clouds
569,Buraydah,SA,26.326,43.975,57.65,41,82,7.05,broken clouds
570,Lingsugur,IN,16.1667,76.5167,76.95,66,100,5.08,overcast clouds
571,Sao Desiderio,BR,-12.3633,-44.9733,82.11,66,98,2.21,overcast clouds
572,Lyuban,BY,52.7985,28.0048,30.87,84,100,16.22,overcast clouds
573,Tombouctou,ML,20.0,-3.0,72.34,16,62,10.65,broken clouds
574,Abnub,EG,27.2696,31.1511,62.04,44,45,4.32,scattered clouds
575,Soyo,AO,-6.1349,12.3689,79.36,87,100,6.26,overcast clouds
576,Naousa,GR,40.6329,22.0534,50.49,88,100,1.48,overcast clouds
577,Caohai,CN,26.8661,104.2841,40.39,95,100,2.59,overcast clouds
578,Okhotsk,RU,59.3833,143.3,-16.73,87,70,16.51,broken clouds
579,Roblin,CA,51.23,-101.3565,21.43,78,95,22.3,overcast clouds
580,Yar-Sale,RU,66.8333,70.8333,-10.98,92,100,10.94,overcast clouds
581,Poso,ID,-1.3959,120.7524,77.88,86,100,5.39,moderate rain
582,Samarai,PG,-10.6167,150.6667,81.0,80,62,5.39,broken clouds
583,Panalingaan,PH,8.7842,117.4231,77.81,85,100,1.79,overcast clouds
584,Poum,NC,-20.2333,164.0167,79.39,78,45,12.77,scattered clouds
585,Bonthe,SL,7.5264,-12.505,80.82,79,99,8.84,overcast clouds
586,Valparaiso,CL,-33.0393,-71.6273,77.23,47,0,13.8,clear sky
587,Oranjestad,AW,12.524,-70.027,85.95,70,40,18.41,scattered clouds
588,Concarneau,FR,47.875,-3.9225,56.82,92,100,26.55,light rain
589,Awbari,LY,26.5921,12.7805,63.28,13,53,19.77,broken clouds
590,Sawakin,SD,19.1059,37.3321,79.92,72,24,8.99,few clouds
591,Otofuke,JP,42.9917,143.2003,33.42,82,31,12.15,scattered clouds
592,Balikpapan,ID,-1.2675,116.8289,77.4,88,100,3.09,overcast clouds
593,Sorkjosen,NO,69.8,20.9333,14.0,79,20,2.3,few clouds
594,Alofi,NU,-19.0595,-169.9187,76.89,100,97,6.91,light rain
595,Eyl,SO,7.9803,49.8164,77.45,62,1,16.73,clear sky
596,Bahia Blanca,AR,-38.7196,-62.2724,60.15,62,100,13.78,overcast clouds
597,Guhagar,IN,17.4842,73.1929,73.87,91,96,2.59,overcast clouds
598,Cayenne,GF,4.9333,-52.3333,79.09,89,90,1.01,overcast clouds
599,Praia,CV,14.9215,-23.5087,73.94,73,20,31.07,few clouds
600,Tautira,PF,-17.7333,-149.15,86.02,74,7,16.89,clear sky
601,Mengcheng,CN,33.2579,116.5655,42.42,36,0,3.83,clear sky
602,Starodub,RU,52.5844,32.7633,29.23,92,100,10.29,overcast clouds
603,Mana,GF,5.6592,-53.7767,80.19,78,26,7.49,scattered clouds
604,Awjilah,LY,29.1081,21.2869,65.41,28,100,15.5,overcast clouds
605,San Andres,CO,12.5847,-81.7006,86.02,74,90,14.97,overcast clouds
606,Mezen,RU,65.8522,44.24,5.59,98,100,1.03,overcast clouds
607,Bartica,GY,6.4,-58.6167,88.12,68,98,5.23,overcast clouds
608,Yulara,AU,-25.2406,130.9889,80.44,28,0,10.36,clear sky
609,Waverly,US,42.7392,-84.6208,37.0,88,100,3.65,overcast clouds
610,Sechura,PE,-5.5569,-80.8222,77.36,59,92,15.12,overcast clouds
611,Brattvag,NO,62.6002,6.4434,30.6,64,75,3.44,light snow
612,Palmer,US,42.1584,-72.3287,42.66,43,20,4.0,few clouds
613,Stabat,ID,3.761,98.4513,75.4,98,100,3.13,overcast clouds
614,Hurghada,EG,27.2574,33.8129,65.64,55,100,10.83,overcast clouds
615,Sibolga,ID,1.7427,98.7792,76.35,88,98,2.98,overcast clouds
616,Fereydun Kenar,IR,36.6864,52.5225,43.11,80,3,6.42,clear sky
617,Salalah,OM,17.0151,54.0924,77.09,61,0,4.61,clear sky
618,Hazorasp,UZ,41.3194,61.0742,39.04,59,100,13.2,overcast clouds
619,Nouakchott,MR,18.0858,-15.9785,84.13,29,99,10.31,overcast clouds
620,Challans,FR,46.8436,-1.8749,56.32,92,100,25.75,overcast clouds
621,Cedar City,US,37.6775,-113.0619,55.4,31,1,0.0,clear sky
622,Melito Di Porto Salvo,IT,37.9222,15.7714,56.14,71,75,14.97,broken clouds
623,Turukhansk,RU,65.8167,87.9833,4.14,96,100,17.81,light snow
624,Tanout,NE,14.9709,8.8879,73.22,16,75,10.96,broken clouds
625,Palasa,IN,18.7667,84.4167,66.87,95,100,9.64,light rain
626,Kivertsi,UA,50.8343,25.4582,29.91,83,9,13.62,clear sky
627,Longhua,CN,23.6137,114.1919,45.32,44,7,3.24,clear sky
628,Rizhao,CN,35.4275,119.4553,40.3,54,0,4.9,clear sky
629,Imbituba,BR,-28.24,-48.6703,73.29,67,96,8.66,overcast clouds
630,Golden,US,39.7555,-105.2211,67.03,35,40,7.0,scattered clouds
631,Vitim,RU,59.4511,112.5578,30.72,75,100,14.65,overcast clouds
632,Port Augusta,AU,-32.5,137.7667,59.14,61,54,15.97,broken clouds
633,Opuwo,NA,-18.0607,13.84,71.19,34,22,6.06,few clouds
634,Lucena,PH,13.9314,121.6172,73.72,86,100,9.24,overcast clouds
635,Duncan,US,34.5023,-97.9578,75.38,54,1,8.05,clear sky
636,Eugene,US,44.0521,-123.0867,47.1,87,90,1.99,overcast clouds
637,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,28,0,14.97,clear sky
638,Linares,CL,-35.85,-71.6,80.17,25,70,9.48,broken clouds
639,Tongren,CN,27.7172,109.1853,49.78,82,97,0.18,overcast clouds
640,Boa Vista,BR,2.8197,-60.6733,89.58,45,40,9.22,scattered clouds
641,Faya,SA,18.3851,42.4509,57.31,29,27,4.36,scattered clouds
642,Nizwa,OM,22.9333,57.5333,68.36,52,0,3.78,clear sky
643,Hatillo,PR,18.4863,-66.8254,87.31,78,16,8.01,few clouds
644,La Ronge,CA,55.1001,-105.2842,8.85,78,90,9.22,light snow
645,Sri Aman,MY,1.2376,111.4621,77.09,100,100,0.0,moderate rain
646,Tres Picos,MX,15.8667,-93.5333,90.34,43,71,2.3,broken clouds
647,Puerto Madryn,AR,-42.7692,-65.0385,68.47,32,5,20.54,clear sky
648,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,69,75,13.0,broken clouds
649,Sisimiut,GL,66.9395,-53.6735,19.02,69,100,20.45,overcast clouds
650,Adigeni,GE,41.6819,42.6987,26.47,58,0,2.08,clear sky
651,Wukari,NG,7.85,9.7833,82.27,24,43,1.9,scattered clouds
652,Tura,IN,25.5198,90.2201,63.23,85,93,2.35,overcast clouds
653,Jutai,BR,-5.1833,-68.9,77.95,90,100,2.06,moderate rain
654,Morondava,MG,-20.2833,44.2833,81.3,83,51,12.06,broken clouds
655,Pemangkat,ID,1.1667,108.9667,80.37,82,100,11.95,overcast clouds
656,Santa Cruz,BO,-17.8,-63.1667,89.06,62,40,9.22,scattered clouds
657,Kang,BW,-23.6752,22.7876,79.27,39,91,7.02,overcast clouds
658,Skjervoy,NO,70.0311,20.9714,26.78,71,9,21.16,clear sky
659,Buckeye,US,33.3703,-112.5838,80.6,27,0,6.91,clear sky
660,Astara,AZ,38.5,48.6667,38.1,71,0,4.07,clear sky
661,Mikuni,JP,36.2171,136.1519,44.51,72,89,13.71,light rain
662,Mombetsu,JP,44.3525,143.3525,39.85,73,47,13.85,scattered clouds
663,Magistralnyy,RU,56.1725,107.4458,13.78,89,90,6.38,overcast clouds
664,Esik,KZ,43.3552,77.4525,38.62,56,68,7.14,broken clouds
665,Anaconda,US,46.1285,-112.9423,47.39,43,58,6.24,broken clouds
666,Santiago Del Estero,AR,-27.7951,-64.2615,95.83,25,11,14.9,few clouds
667,Xuddur,SO,4.1213,43.8894,78.26,41,0,10.11,clear sky
668,Blackwater,AU,-23.5833,148.8833,74.44,82,0,5.95,clear sky
669,San Cristobal,VE,7.7669,-72.225,82.58,41,10,4.59,clear sky
670,Mikhaylovka,RU,50.06,43.2379,42.78,69,100,16.64,overcast clouds
671,Pokhvistnevo,RU,53.6524,52.1274,35.89,99,100,10.69,overcast clouds
672,Prince Rupert,CA,54.3161,-130.3201,38.89,89,90,11.5,light rain
673,Damaturu,NG,11.747,11.9608,76.1,27,8,8.46,clear sky
674,Palo Alto,US,37.4419,-122.143,61.75,79,90,0.0,haze
675,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,94,20,2.3,few clouds
676,Kaeo,NZ,-35.1,173.7833,69.33,87,100,8.5,moderate rain
677,Dryden,CA,49.7833,-92.7503,26.89,80,90,14.97,overcast clouds
678,Asau,RO,46.4333,26.4,34.95,80,100,2.73,light rain
679,Sinop,TR,41.7711,34.8709,44.31,62,75,13.18,broken clouds
